title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Рекрутер/HR менеджер/Менеджер по персоналу в IT компанию,300000 - 350000 KZT,Астана,POSCENTER.KZ,02-11-2025 11:33:42,"В связи с расширением компании нам нужен рекрутер с функциями HR, с опытом работы не менее 1–3 лет. ",Закрытие вакантных позиций в компании. Разработка портрета идеального кандидата. Организация процесса адаптации новых сотрудников. Контроль трудовой дисциплины.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127244236
Ассистент HR-менеджера (подбор персонала),,Караганда,Sulpak,20-11-2025 10:06:11,"Старт для тех, кто готов получить опыт и знания! Полезный опыт и рекомендации — для будущего трудоустройства.",Проводить телефонные интервью с кандидатами. Вносить данные в базу кандидатов. Помогать <highlighttext>HR</highlighttext>-<highlighttext>менеджеру</highlighttext> в подборе персонала. Осваивать инструменты рекрутинга.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Частичная занятость,https://hh.ru/vacancy/126520220
Директор HR-Департамента,,Алматы,Нурбанк,24-10-2025 16:37:02,"Высшее образование. В банковской, финансовой сфере или в сфере управления человеческими ресурсами не менее 5 (пяти) лет, в том числе...","Разработка и внедрение HR-стратегии, соответствующей корпоративным и бизнес-целям Банка. Определение ключевых направлений работы Департамента и обеспечение их выполнения. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/126922328
HR-менеджер с функциями менеджера по рекламе,200000 - 280000 KZT,Астана,GRAND-AS,31-10-2025 08:46:11,"Опыт подбора персонала от 1 года. Знание современных методов поиска (hh, соцсети, рекомендации). Умение быстро закрывать вакансии. Хорошие коммуникативные навыки.","Подбор персонала (публикация вакансий, собеседования, адаптация новых сотрудников). Участие в продвижении компании — размещение рекламы, взаимодействие с подрядчиками. Подготовка и расчёт...","{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127166555
HR менеджер,450000 - 500000 KZT,Алматы,Универсал Кетринг,18-11-2025 10:33:00,Высшее образование. Опыт работы на аналогичной позиции от 3-х лет. Знания ТК РК (с последними изменениями и дополнениями по...,"Ведение кадрового делопроизводства (оформление трудовых договоров, доп.соглашений к трудовым договорам, формирование приказов по личному составу (прием, увольнение, перевод, командировки, отпуска...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127046566
Менеджер по персоналу (HR/Рекрутер),250000 KZT,Алматы,LEO AUTO,09-11-2025 09:10:51,Опыт работы в сфере HR / управления персоналом. Владение казахским и русским языками обязательно. Знание трудового законодательства и основ кадрового делопроизводства. ,"Полный цикл подбора персонала: публикация вакансий, отбор резюме, проведение собеседований, оформление новых сотрудников. Ведение кадрового учёта и документации (трудовые договоры...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127428869
"Менеджер по ведению клиентов / Customer Success (B2B, SaaS, продления) в HR IT стартап",400000 - 700000 KZT,Алматы,SoBes,19-11-2025 08:10:35,"Что ты будешь делать: - Проактивность — вы не ждёте, а действуете. - Опыт B2B-продаж от 1 года. - ","Помогать партнерам — в чате и на созвонах, отвечать на вопросы, проводить презентации по продукту(полное сопровождение). - Работать в нашей системе...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127086393
HR-менеджер,250000 - 300000 KZT,Шымкент,NLS Kazakhstan,06-11-2025 12:35:27,Коммуникабельность и стрессоустойчивость. Умение общения с людьми. Умение анализировать. Пунктуальность и работоспособность. Опыт работы рекрутинга персонала.,"Подбор и найм персонала. Размещение вакансии, проведение собеседований, прием и увольнение работников. Анализ резюме и определение круга кандидатов. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127362332
HR менеджер,270000 - 358000 KZT,Караганда,Людмила-KZ TM Аян,28-10-2025 07:46:01,"Высшее образование, средне-специальное. Ответственность, ориентация на результат.",Ведение кадрового делопроизводства. Поиск и подбор персонала.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127036230
Senior HR Specialist,,Алматы,АНТАЛ БИЗНЕС РЕШЕНИЯ (ТМ Antal Kazakhstan),14-11-2025 13:56:35,"BSc/MSc in Human Resources, Business administration or relevant field. Additional post-graduate education/trainings/certification in HR will be...","Assists in development and implementation of <highlighttext>HR</highlighttext> policies. Collects, <highlighttext>manages</highlighttext> and analyses HR data with useful HR metrics. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127259272
HR-менеджер,,Астана,AQMOL-project,19-11-2025 11:41:00,"Опыт работы от 2-х лет на позиции <highlighttext>менеджера</highlighttext> <highlighttext>по</highlighttext> <highlighttext>персоналу</highlighttext>, рекрутера. Опыт в рекрутинге, владение методами поиска и оценки. ","Подбор персонала и формирование кадрового резерва. Оценка профессиональных и личностных качеств, координация кандидатов на всех этапах отбора. Содействие в адаптации...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127467053
HR менеджер в Тренинг Центр,,Алматы,BI Group,10-11-2025 11:58:38,Опыт работы в HR от 1 года (желательно в сфере подбора персонала). Навыки эффективной коммуникации и оценки кандидатов. ,"Подбор и отбор сотрудников на позиции тренеров по строительным направлениям (отделочные работы, бетон, монолит и др.). Организация и сопровождение адаптационного...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127468597
Менеджер по персоналу (HR-Менеджер),150000 KZT,Астана,"Назарбаев интеллектуальные школы, Автономная организация образования",23-10-2025 15:25:27,"1) высшее (послевузовское) образование, предпочтительна дополнительная подготовка в области «HR». 2) стаж работы по специальности не менее 2 лет. ","Ведет учет личного состава учителей и сотрудников школы, вносит информацию о количественном, качественном составе работников и их движении в базу...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Частичная занятость,https://hh.ru/vacancy/126881567
HR-менеджер (Госзакуп),250000 KZT,Астана,КАЗГИСА,07-11-2025 12:53:30,"Высшее юридическое образование. Опыт работы <highlighttext>HR</highlighttext>-<highlighttext>менеджером</highlighttext>, кадровиком. Знание Трудового кодекса РК и Закона РК «О государственных закупках». ","Подбор и оформление персонала под проекты, включая государственные контракты. Подготовка, проверка и сопровождение кадровых и юридических документов для участия в...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127405871
Ассистент HR-менеджера,86000 KZT,Караганда,Sulpak,24-10-2025 14:10:19,Рассматриваются закончившие ВУЗ/колледж/техникум. Первый официальный опыт работы по специальности.,Поручения руководителя. Проведение телефонных интервью.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Частичная занятость,https://hh.ru/vacancy/125717111
HR Manager,,Астана,Иностранное учебное заведение Coventry Kazakhstan,20-11-2025 15:18:03,"Proven experience in HR, especially in recruitment, onboarding, or international staff support. Strong organizational and communication skills. Ability to work...","Manage the full recruitment process: post job openings, review CVs, conduct interviews, check references, and provide feedback. Support international employees...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126918659
"HR менеджер, USA",740 USD,Алматы,DELTA EXPRESS INTERNATIONAL (ДЕЛЬТА ЭКСПРЕСС ИНТЕРНЭШНЛ),20-11-2025 09:40:30,Отличные коммуникативные навыки и ответственность. Английский язык на уровне В2 и выше. Ваше желание личностного и профессионального роста.,Поиск и подбор кандидатов (работа с рынком США). Проведение интервью (онлайн). Ведение базы данных. Сбор и обработка документов. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127131651
HR-менеджер,200000 KZT,Атырау,NS 2GIS,19-11-2025 13:36:42,Уверенный пользователь ПК. Знание ТК РК. Опыт работы на аналогичной должности не менее 2-х лет. Отличное знание техник подбора...,Формирование программы обучения и развития персонала. Осуществление поиска и подбора персонала. Организация и проведение собеседований (оценка профессиональных и личностных компетенций...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127476272
HR менеджер,200000 KZT,Шымкент,Mega SMART,18-11-2025 10:35:15,"Опыт работы в подборе от 1 года (агентство или инхаус). Уверенность в себе, позитив и живой интерес к людям. ",Полный цикл подбора персонала (от рабочих профессий до офисных специалистов). Проведение интервью и оценка кандидатов. Участие в формировании HR-бренда...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126153998
HR менеджер,250000 - 300000 KZT,Атырау,FSSA,07-11-2025 14:27:12,"Высшее образование в сфере управления персоналом, психологии, педагогики, юриспруденции или смежных областях. Опыт работы в сфере HR от 2 лет...","Поиск, отбор и найм сотрудников. Проведение собеседований, оценка кандидатов, адаптация новых сотрудников. Контроль за соблюдением трудового законодательства. Организация обучения и...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127410939
HR-менеджер/ Рекрутер,350000 KZT,Астана,Мясная продукция,15-11-2025 09:21:25,"Опыт в подборе (от года будет плюсом). Умение пользоваться современными источниками поиска. Энергичность, открытость и желание расти.",Размещать вакансии и привлекать кандидатов. Проводить собеседования и помогать новым сотрудникам адаптироваться. Формировать кадровый резерв и поддерживать коммуникацию. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126887887
HR-менеджер / Рекрутер,300000 KZT,Актобе,SK QYRULUS,25-10-2025 19:00:46,...года (если меньше — с сильным желанием учиться и расти). Который хочет стать универсальным <highlighttext>HR</highlighttext>-<highlighttext>специалистом</highlighttext> и развиваться вместе с компанией.,"Заниматься рекрутингом: искать, подбирать и адаптировать сотрудников, которые подходят по духу и профессионализму. Вести кадровое делопроизводство: оформлять приказы, договора, личные...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126936861
HR менеджер в ресторан,,Шымкент,InnGress,22-10-2025 15:03:30,"Имеете опыт работы в HR от 1 года (рекрутинг, кадровик или HR-администратор). Дисциплинированы, организованы, доводите задачи до результата.","Организовать эффективный подбор персонала (зал, кухня, администраторы, управляющие, офис). Вести кадровое делопроизводство: трудовые договоры, приказы, личные дела сотрудников. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126827494
HR менеджер,200000 KZT,Кызылорда,Aqualine,28-10-2025 14:51:07,"Высшее образование. - Опыт работы не менее 3-х лет. - Умение работать в режиме многозадачности, проактивного и нацеленного на результат. - ","Методы коммуникации, управления персоналом и организация обучения персонала.","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127067068
HR менеджер/делопроизводитель,200000 - 250000 KZT,Актау,NS 2GIS,20-11-2025 10:27:32,Уверенный пользователь ПК и 1С. -Знание Трудового кодекса РК. -Опыт работы в HR от 2 лет. -Отличное владение техниками...,"Формировать программы обучения и развития сотрудников.  Проводить собеседования, оценивать компетенции.  Помогать новичкам на этапе онбординга и адаптации. ‍ Сопровождать стажёров.  ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127134625
HR менеджер (г. Астана),500000 KZT,Астана,Сеть ресторанов быстрого питания «Dämdı»,19-11-2025 09:23:14,"Вы — опытный HR (от 3 лет), который: Пропишите и внедрите должностные инструкции и регламенты — чёткие правила для всей команды.","Разрабатывал и внедрял программы адаптации, мотивации и наставничества. Построите эффективный процесс найма — от поиска до выхода сотрудника на работу. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127090025
HR Business Partner,,Тараз,"ЕвроХим, Минерально-Химическая Компания",07-11-2025 12:55:00,"Успешный опыт взаимодействия с бизнесом в роли HRBP, HR generalist или <highlighttext>HR</highlighttext>-<highlighttext>менеджера</highlighttext>. Опыт участия в трансформационных HR-проектах, изменении...",Обеспечение эффективного взаимодействия между бизнес-подразделениями и HR-функциями для достижения общих целей компании. Анализ и оптимизация организационной структуры с...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127405950
Менеджер по подбору ТОП персонала/HR Generalist,400000 - 700000 KZT,Астана,Этажи,12-11-2025 10:32:14,Опыт работы в подборе персонала от 3 лет. Опыт работы в подборе ТОП персонала от 1 года. Сильные коммуникативные навыки.,"Точечный поиск и подбор ТОП персонала. Проведение грамотной оценки кандидата на собеседовании. Заботливая, продуктивная адаптация сотрудника на новом месте.","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127566972
Ассистент HR-менеджера,90000 KZT,Актобе,Sulpak,24-10-2025 14:09:34,Рассматриваются закончившие ВУЗ/колледж/техникум.,Проводить телефонные интервью. Работа с документацией.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/125717194
HR-специалист,250000 - 500000 KZT,Астана,URPAQ HOTEL,08-11-2025 14:55:33,"Опыт в HR, управлении персоналом или проектном администрировании — от 2 лет. Умение видеть систему целиком и наводить порядок в хаосе. ","Совместно с руководителем прописать функционал каждого сотрудника, KPI и зоны ответственности. Создать организационную структуру компании и систему отчетности. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127426596
HR-менеджер/Рекрутер,300000 - 450000 KZT,Алматы,"Европос, ТОО",19-11-2025 09:11:58,"Полноценный <highlighttext>HR</highlighttext> <highlighttext>менеджер</highlighttext>, способный самостоятельно формулировать и ставить цели, которого не пугает необходимость решать операционные задачи. Имеющий документированный успех в...","Управлять всем спектром HR процессов (кроме КДП): от рекрутинга и адаптации, до обучения и мотивации. Нанимать лучших специалистов и проводить...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127393133
HR директор,,Алматы,Петрофон,17-11-2025 12:00:36,"Высшее образование (предпочтительно в области управления персоналом, психологии или менеджмента). - Опыт работы в должности HR-директора или аналогичной роли от...","Разработка и реализация HR-стратегии компании. - Привлечение и удержание персонала. - Развитие Корпоративной культуры и вовлеченности, внутренней коммуникации. - Обучение и развитие...","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/124472032
HR-директор / Директор по персоналу,,Караганда,"Astana Mall Trading,ТОО",10-11-2025 13:05:36,Опыт работы на аналогичной должности от 3–5 лет. * Успешный опыт построения HR-систем с нуля или трансформации существующих процессов. * ,"Участие в разработке и реализации HR-стратегии, направленной на поддержку и достижение бизнес-целей компании. * Участие в командной работе. * ","{'id': 'remote', 'name': 'Удаленная работа'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127474012
Ассистент HR-менеджера (подбор персонала),,Уральск,Sulpak,20-11-2025 13:32:21,"Старт для тех, кто готов получить опыт и знания! Примечание: Обязательно наличие диплома. Полезный опыт и рекомендации — для будущего трудоустройства.",Проводить телефонные интервью с кандидатами. Вносить данные в базу кандидатов. Помогать <highlighttext>HR</highlighttext>-<highlighttext>менеджеру</highlighttext> в подборе персонала. Осваивать инструменты рекрутинга.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Частичная занятость,https://hh.ru/vacancy/126913207
HR-Менеджер,250000 KZT,Уральск,"Сеть супермаркетов Суровский, ИП Едаменко Андрей Александрович",07-11-2025 13:18:44,Опыт работы <highlighttext>менеджером</highlighttext> <highlighttext>по</highlighttext> <highlighttext>подбору</highlighttext> <highlighttext>персонала</highlighttext> от 1 года (опыт подбора массовых вакансий будет являться преимуществом). -Высшее образование. -,Поиск и привлечение персонала (активный поиск кандидатов). -Размещение вакансий на специализированных сайтах. -Проведение интервью с кандидатами (в том числе групповые...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127406886
HR-директор / Директор по персоналу,,Усть-Каменогорск,"Astana Mall Trading,ТОО",10-11-2025 16:18:40,Опыт работы на аналогичной должности от 3–5 лет. * Успешный опыт построения HR-систем с нуля или трансформации существующих процессов. * ,"Участие в разработке и реализации HR-стратегии, направленной на поддержку и достижение бизнес-целей компании. * Участие в командной работе. * ","{'id': 'remote', 'name': 'Удаленная работа'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127487337
"HR Business Partner, Almaty",,Алматы,KPMG,29-10-2025 14:22:37,Proven experience in various HR functions with a solid understanding of core HR processes. Experience delivering presentations and training sessions...,Organize internal events for the Business Unit (BU) to foster engagement and team spirit. Develop and implement HR strategies aligned...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127108762
HR менеджер,200000 - 400000 KZT,Алматы,«AL-NURI» Ғылымбек Ж,18-11-2025 15:01:24,У Вас есть опыт работы <highlighttext>HR</highlighttext>-<highlighttext>менеджером</highlighttext>/рекрутером не менее 1 года. У Вас есть способность выполнять задания точь в...,Качественное закрытие вакансий продуктивными кандидатами в кротчайшие сроки (рекрутинг). Полный контроль всех этапов найма до периода выхода кандидата на стажировку. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127250530
HR менеджер,350000 KZT,Алматы,MAXWELL DISTRIBUTION,18-11-2025 18:14:16,Опыт работы в HR от 2 лет. Знание основ трудового законодательства. Умение работать с табелем рабочего времени. Опыт в проведении...,"Кадровый документооборот. Подбор персонала (рекрутинг): поиск, отбор и первичный созвон с кандидатами, организация процесса трудоустройства, составление вакансий и работа с...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127432991
Специалист по HR и административным вопросам,250000 KZT,Алматы,Медиашкола,18-11-2025 10:16:11,"Высшее образование (желательно в области управления, психологии или экономики). Опыт работы в HR и кадровом делопроизводстве не менее 2 лет. ","Проведение процессов подбора и адаптации персонала. Организация обучения и развития сотрудников. Оценка эффективности работы сотрудников. Оформление трудовых договоров, приказов и...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127171445
Ассистент HR-менеджера,88000 KZT,Уральск,Sulpak,24-10-2025 14:08:35,Рассматриваются закончившие ВУЗ/колледж/техникум.,Проводить телефонные интервью. Работа с документацией.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Частичная занятость,https://hh.ru/vacancy/125717013
HR-менеджер,200000 KZT,Уральск,"Сеть супермаркетов Суровский, ИП Едаменко Андрей Александрович",06-11-2025 07:55:21,Пожелания к кандидату: -Опыт работы <highlighttext>менеджером</highlighttext> <highlighttext>по</highlighttext> <highlighttext>подбору</highlighttext> <highlighttext>персонала</highlighttext> от 1 года (опыт подбора массовых вакансий будет являться преимуществом). -,Поиск и привлечение персонала (активный поиск кандидатов). -Размещение вакансий на специализированных сайтах. -Проведение интервью с кандидатами (в том числе групповые...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127342499
Менеджер по продажам в команду HR Messenger,1300000 KZT,Алматы,Авито,01-11-2025 12:36:40,Имеете успешный опыт работы с b2b-сегментом. Умеете выстраивать доверительные и долгосрочные отношения с клиентом. Имеете опыт привлечения...,"Привлекать новых b2b-клиентов. Вести коммерческие переговоры с клиентами. Подготавливать аналитическую информацию для клиентов. Развивать навыки продаж, зарабатывать...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/117173415
HR generalist,,Алматы,ГЕТ ЭКСПЕРТС РЕКРУТМЕНТ,12-11-2025 08:46:10,Опыт работы HR Generalist от 3 лет в международной компании. Английский язык – не ниже intermediate. Желателен опыт работы с различными...,"Ведение всех HR-процессов для команды до 20 человек: Найм, самостоятельный рекрутмент и взаимодействие с агентствами. Адаптация, оформления сотрудника и...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127559537
HR менеджер,250000 KZT,Астана,БЕРЕКЕ AJ 2050,18-11-2025 15:40:41,,,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126701781
"Human Resources Business Partner, Almaty factory",,Алматы,JTI Kazakhstan,06-11-2025 15:56:00,Not less than 3 years in a similar position. Fluent in English & Russian. Headcount reporting and employee database management. ,"Acts as the first point of contact for all talent management activities: employee development, performance management, career planning, and recruitment. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/126266590
Менеджер по персоналу \ HR-специалист,300000 - 300000 KZT,Алматы,Flying Auto Sales and Service,18-11-2025 09:00:46,"Коммуникабельность, организованность, ответственность, умение работать с конфиденциальной информацией. (Для <highlighttext>HR</highlighttext> generalist/<highlighttext>manager</highlighttext>) — опыт разработки и внедрения HR-процессов, KPI, систем...","Ведение полного цикла подбора персонала: размещение вакансий, проведение собеседований, взаимодействие с руководителями подразделений. Ведение кадрового документооборота (при необходимости): трудовые договоры...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127560178
HR менеджер,200000 - 200000 KZT,Алматы,Elements Agency,10-11-2025 12:19:37,"Опыт работы <highlighttext>HR</highlighttext>-<highlighttext>менеджером</highlighttext> от 1 до 3 лет. Развитые коммуникативные навыки, умение строить доверительные отношения в команде.","1. Подбор и адаптация сотрудников. Полный цикл подбора: формирование профилей вакансий, публикация объявлений, первичный отбор резюме и проведение интервью. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127470441
HR менеджер по массовому подбору персонала и развитию,400000 KZT,Алматы,Прима Кус,19-11-2025 10:48:10,Высшее образование по управлению персоналом/экономика/менеджмент. Опыт работы и опыт лучших практик по найму персонала и развитию. ,"Подбор персонала любых категорий производственного предприятия (птицефабрика). Планирование, работа с руководителями производства для усиления системы удержания персонала. Построение (создание) комплексной...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127095197
HR менеджер,250000 KZT,Астана,БЕРЕКЕ AJ 2050,18-11-2025 15:18:35,"Опыт работы <highlighttext>HR</highlighttext>-<highlighttext>менеджером</highlighttext> от 1 года. Понимание основ рекрутинга и адаптации персонала. Грамотная речь, коммуникабельность, ответственность. Умение работать с...","Подбор персонала. Адаптация новых сотрудников, проведение вводных встреч. Развитие корпоративной культуры и вовлечённости. Участие в построении системы обучения и оценки...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127277448
Менеджер по привлечению B2B-клиентов в HR Messenger,1300000 KZT,Алматы,Авито,01-11-2025 12:36:05,Имеете успешный опыт работы с b2b-сегментом. Умеете выстраивать доверительные и долгосрочные отношения с клиентом. Имеете опыт привлечения...,"Привлекать новых b2b-клиентов. Вести коммерческие переговоры с клиентами. Подготавливать аналитическую информацию для клиентов. Развивать навыки продаж, зарабатывать...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/125923837
HR manager,400000 - 450000 KZT,Астана,Профи центр АСТ,24-10-2025 14:47:59,Опыт работы HR-bp в подборе персонала (предпочтительно — в общепите). * Знание всех HR-функций: от рекрутинга до развития корпоративной культуры. * ,"Разработка , оптимизация и реализация HR-стратегии в соответствии с целями компании. * Подбор, адаптации, обучение, развитие и удержание персонала. * ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126917150
HR Director,,Астана,ANCOR,24-10-2025 10:53:17,Высшее образование. Опыт работы в аналогичной должности от 3х лет. Опыт работы с рабочим персоналом и понимание специфики их...,"Разработка и реализация стратегии управления персоналом, синхронизированная с целями компании. Построение и оптимизация HR-процессов: от подбора до удержания и...","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/126904443
HR BP/HRD (Core Business Unit),,Астана,Social Discovery Group,05-11-2025 23:13:07,4+ years of successful experience in a similar HR BP/HRD position in an international digital/IT/product company. ,"Ensure the effectiveness of the personnel within the business unit, ensuring that employees contribute to achieving the company's strategic...","{'id': 'remote', 'name': 'Удаленная работа'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127337722
HR Business Partner,,Шымкент,"ЕвроХим, Минерально-Химическая Компания",07-11-2025 12:55:00,"Успешный опыт взаимодействия с бизнесом в роли HRBP, HR generalist или <highlighttext>HR</highlighttext>-<highlighttext>менеджера</highlighttext>. Опыт участия в трансформационных HR-проектах, изменении...",Обеспечение эффективного взаимодействия между бизнес-подразделениями и HR-функциями для достижения общих целей компании. Анализ и оптимизация организационной структуры с...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127405952
HR Business Partner,,Алматы,"ЕвроХим, Минерально-Химическая Компания",07-11-2025 12:55:00,"Успешный опыт взаимодействия с бизнесом в роли HRBP, HR generalist или <highlighttext>HR</highlighttext>-<highlighttext>менеджера</highlighttext>. Опыт участия в трансформационных HR-проектах, изменении...",Обеспечение эффективного взаимодействия между бизнес-подразделениями и HR-функциями для достижения общих целей компании. Анализ и оптимизация организационной структуры с...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127405949
HR Business Partner,,Атырау,"ЕвроХим, Минерально-Химическая Компания",07-11-2025 12:55:00,"Успешный опыт взаимодействия с бизнесом в роли HRBP, HR generalist или <highlighttext>HR</highlighttext>-<highlighttext>менеджера</highlighttext>. Опыт участия в трансформационных HR-проектах, изменении...",Обеспечение эффективного взаимодействия между бизнес-подразделениями и HR-функциями для достижения общих целей компании. Анализ и оптимизация организационной структуры с...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127405951
